date,tweet_text,hashtags,tweet_url,likes,retweets,categories
16-10-24,"Wow, just came out on secret tape that Crooked Hillary wants to take in as many Syrians as possible. We cannot let this happen - ISIS!",,https://twitter.com/realDonaldTrump/status/790523240351498241,55537,26391,Crooked Hilary
16-10-24,We are winning and the press is refusing to report it. Dont let them fool you- get out and vote! #DrainTheSwamp on November 8th!,Drain The Swamp,https://twitter.com/realDonaldTrump/status/790557856806371328,50282,23228,Drain The Swamp
16-10-24,"Democratic operative caught on camera: Hillary PERSONALLY ordered Donald Duck troll campaign that broke the law
https://t.co/sTreHAfYUH",,https://twitter.com/realDonaldTrump/status/790671814276083712,30582,19942,Crooked Hilary
16-10-24,Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN!,,https://twitter.com/realDonaldTrump/status/790534428942622721,45879,19392,Fake News
16-10-24,"Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women, Gays #CrookedHillary
https://t.co/eHsuBdi8XM",CrookedHillary,https://twitter.com/realDonaldTrump/status/790343997814403072,25985,17273,Crooked Hilary
16-10-24,"Get out to VOTE on 11/8/2016- and we will #DrainTheSwamp!
RASMUSSEN NATIONAL
Trump 43%
Clinton 41% https://t.co/jIOR7Bq816",Drain The Swamp,https://twitter.com/realDonaldTrump/status/790565076159922177,32379,15260,Drain The Swamp
16-10-24,Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!,,https://twitter.com/realDonaldTrump/status/790539740118446080,38121,15040,Fake News
16-10-24,Clinton Ally Aided Campaign of FBI Official۪s Wife https://t.co/U0w99gfyKE,,https://twitter.com/realDonaldTrump/status/790378549395988480,21087,13186,Crooked Hilary
16-10-24,"THANK YOU St. Augustine, Florida! Get out and VOTE! Join the MOVEMENT - and lets #DrainTheSwamp! Off to Tampa now!_ https://t.co/zgwqhy2jBX",Drain The Swamp,https://twitter.com/realDonaldTrump/status/790654003981918208,30498,12136,Drain The Swamp
16-10-24,Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience https://t.co/1GVq74iW8a,,https://twitter.com/realDonaldTrump/status/790593186787840000,19039,11659,Crooked Hilary
